,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
26967,None,280.36,0.0,0.0,0,Clear,Sky is Clear,9/29/2016 7:00,6307,very high
31196,None,276.16,0.0,0.0,90,Fog,fog,2/22/2017 3:00,372,very low
11337,None,265.73,0.0,0.0,40,Clouds,scattered clouds,1/9/2014 16:00,6421,very high
16675,None,302.02,0.0,0.0,40,Clouds,scattered clouds,7/18/2015 14:00,4583,high
17707,None,285.58,0.0,0.0,90,Clouds,overcast clouds,8/25/2015 5:00,2953,low
15803,None,299.59,0.0,0.0,1,Clear,sky is clear,7/30/2014 15:00,6151,very high
29505,None,276.36,0.0,0.0,90,Clouds,overcast clouds,12/26/2016 1:00,508,very low
1515,None,263.8,0.0,0.0,1,Clear,sky is clear,11/27/2012 19:00,3137,low
11751,None,258.78,0.0,0.0,64,Clouds,broken clouds,1/25/2014 13:00,4435,high
19395,None,282.15,0.0,0.0,1,Clear,sky is clear,11/9/2015 22:00,1428,very low
41763,None,272.51,0.0,0.0,1,Clear,sky is clear,2/23/2018 14:00,5131,high
20742,None,267.58,0.0,0.0,90,Mist,mist,1/21/2016 7:00,6227,very high
18998,None,278.65,0.0,0.0,1,Clear,sky is clear,10/13/2015 23:00,1409,very low
28900,None,266.58,0.0,0.0,90,Snow,light snow,12/7/2016 15:00,5758,high
7381,None,301.15,0.0,0.0,40,Clouds,scattered clouds,7/2/2013 14:00,5489,high
39798,None,269.64,0.0,0.0,90,Mist,mist,12/15/2017 20:00,2849,very low
36507,None,290.36,0.0,0.0,1,Clear,sky is clear,8/22/2017 4:00,917,very low
27169,None,281.134,0.0,0.0,24,Clouds,few clouds,10/7/2016 17:00,5394,high
17353,None,297.21,0.0,0.0,1,Mist,mist,8/13/2015 21:00,3266,low
29478,None,274.21,0.0,0.0,90,Mist,mist,12/25/2016 17:00,2282,very low
515,None,283.88,0.0,0.0,75,Clouds,broken clouds,10/23/2012 2:00,253,very low
32788,None,286.55,0.0,0.0,1,Clear,sky is clear,4/17/2017 16:00,6733,very high
11162,None,249.8,0.0,0.0,1,Clear,sky is clear,1/2/2014 9:00,4282,low
14318,None,276.42,0.0,0.0,1,Clear,sky is clear,5/14/2014 6:00,6076,very high
39258,None,269.58,0.0,0.0,1,Clear,sky is clear,11/26/2017 4:00,454,very low
18178,None,289.71,0.0,0.0,40,Clouds,scattered clouds,9/11/2015 15:00,5949,very high
16213,None,292.11,0.0,0.0,1,Clear,sky is clear,7/3/2015 9:00,3227,low
25856,None,290.53,0.25,0.0,92,Rain,light rain,8/19/2016 22:00,2407,very low
6248,None,291.94,0.0,0.0,40,Clouds,scattered clouds,5/21/2013 10:00,4393,high
40626,None,259.14,0.0,0.0,90,Snow,light snow,1/14/2018 11:00,3771,low
2969,None,260.94,0.0,0.0,20,Clouds,few clouds,1/16/2013 8:00,5751,high
31914,None,270.44,0.0,0.0,1,Clear,sky is clear,3/21/2017 8:00,6345,very high
455,None,281.28,0.0,0.0,100,Drizzle,drizzle,10/20/2012 7:00,1824,very low
10463,None,256.53,0.0,0.0,5,Clear,sky is clear,12/6/2013 13:00,5237,high
20624,None,268.94,0.0,0.0,75,Mist,mist,1/14/2016 22:00,1871,very low
31315,None,269.81,0.0,0.0,75,Clouds,broken clouds,2/26/2017 9:00,3327,low
22361,None,277.01,0.0,0.0,1,Clear,sky is clear,4/9/2016 15:00,4873,high
39992,None,265.84,0.0,0.0,90,Snow,light snow,12/22/2017 9:00,4515,high
18638,None,292.79,0.0,0.0,40,Clouds,scattered clouds,9/28/2015 4:00,888,very low
28570,None,280.02,0.0,0.0,90,Snow,light snow,11/28/2016 1:00,304,very low
9521,None,286.02,0.0,0.0,92,Rain,light rain,10/17/2013 15:00,6271,very high
43041,None,271.65,0.0,0.0,90,Snow,light snow,4/8/2018 18:00,3224,low
1975,None,276.46,0.0,0.0,75,Clouds,broken clouds,12/13/2012 14:00,5622,high
12181,None,261.92,0.0,0.0,90,Clouds,overcast clouds,2/11/2014 22:00,1537,very low
47436,None,292.44,0.44,0.0,90,Rain,moderate rain,9/5/2018 1:00,304,very low
8224,None,289.54,2.03,0.0,92,Mist,mist,8/6/2013 5:00,2996,low
26646,None,290.33,0.0,0.0,90,Rain,moderate rain,9/15/2016 22:00,2225,very low
12439,None,263.15,0.0,0.0,20,Clouds,few clouds,2/22/2014 16:00,3567,low
13532,None,280.45,0.0,0.0,40,Clouds,scattered clouds,4/9/2014 9:00,5418,high
47571,None,285.34,0.0,0.0,1,Clear,sky is clear,9/10/2018 2:00,286,very low
43721,None,288.58,0.0,0.0,1,Clear,sky is clear,5/1/2018 9:00,5420,high
24357,None,299.1,0.0,0.0,12,Clouds,few clouds,6/21/2016 19:00,3572,low
16880,None,301.59,0.0,0.0,1,Clear,sky is clear,7/26/2015 13:00,3749,low
17440,None,293.86,3.09,0.0,90,Rain,moderate rain,8/16/2015 22:00,1762,very low
10996,None,264.62,0.0,0.0,64,Fog,fog,12/27/2013 0:00,690,very low
1230,None,276.8,0.0,0.0,0,Clear,sky is clear,11/16/2012 10:00,4661,high
17613,None,295.54,0.0,0.0,1,Clear,sky is clear,8/21/2015 20:00,3260,low
1952,None,263.96,0.0,0.0,89,Clouds,overcast clouds,12/12/2012 17:00,5574,high
6368,None,289.17,0.0,0.0,1,Clear,sky is clear,5/24/2013 15:00,5760,high
35393,None,294.02,0.0,0.0,1,Clear,sky is clear,7/17/2017 0:00,816,very low
47707,None,305.88,0.0,0.0,40,Clouds,scattered clouds,9/15/2018 15:00,4296,low
35475,None,292.53,0.0,0.0,20,Haze,haze,7/19/2017 8:00,5899,very high
3851,None,266.8,0.0,0.0,90,Mist,mist,2/24/2013 7:00,996,very low
27359,None,292.535,0.0,0.0,88,Clouds,overcast clouds,10/15/2016 19:00,3436,low
1707,None,285.0,0.0,0.0,75,Haze,haze,12/4/2012 13:00,4918,high
10136,None,271.69,0.0,0.0,64,Clouds,broken clouds,11/26/2013 0:00,535,very low
3606,None,274.25,0.0,0.0,90,Snow,heavy snow,2/14/2013 18:00,4528,high
12215,None,268.31,0.0,0.0,90,Clouds,overcast clouds,2/13/2014 8:00,5725,high
38002,None,280.29,0.0,0.0,20,Clouds,few clouds,10/13/2017 21:00,3709,low
41512,None,274.79,0.0,0.0,1,Clear,sky is clear,2/15/2018 0:00,639,very low
5339,None,271.86,0.0,0.0,90,Mist,mist,4/20/2013 9:00,3745,low
7152,None,291.79,2.16,0.0,92,Rain,moderate rain,6/23/2013 6:00,961,very low
18492,None,289.53,0.0,0.0,1,Mist,mist,9/23/2015 1:00,328,very low
9251,None,285.39,0.25,0.0,92,Rain,light rain,10/4/2013 2:00,343,very low
15467,None,290.81,0.0,0.0,1,Clear,sky is clear,7/13/2014 5:00,580,very low
26408,None,293.56,0.0,0.0,75,Clouds,broken clouds,9/7/2016 2:00,227,very low
35822,None,295.5,0.0,0.0,1,Clear,sky is clear,7/31/2017 9:00,4740,high
44281,None,287.76,0.0,0.0,90,Clouds,overcast clouds,5/22/2018 2:00,249,very low
31591,None,273.09,0.0,0.0,40,Clouds,scattered clouds,3/8/2017 16:00,7107,very high
46404,None,293.8,0.0,0.0,90,Rain,heavy intensity rain,8/3/2018 22:00,2594,very low
13716,None,271.8,0.64,0.0,90,Rain,light rain,4/17/2014 1:00,312,very low
20138,None,271.95,0.0,0.0,90,Snow,light snow,12/22/2015 6:00,5276,high
21816,None,284.74,0.0,0.0,90,Drizzle,light intensity drizzle,3/15/2016 12:00,5085,high
46084,None,298.62,0.0,0.0,20,Clouds,few clouds,7/22/2018 20:00,3135,low
19805,None,269.22,0.0,0.0,75,Mist,mist,12/3/2015 5:00,2839,very low
337,None,286.01,0.0,0.0,40,Clouds,scattered clouds,10/16/2012 12:00,5015,high
17082,None,295.58,0.0,0.0,1,Clear,sky is clear,8/3/2015 20:00,2958,low
4125,None,266.86,0.0,0.0,90,Clouds,overcast clouds,3/7/2013 4:00,782,very low
9702,None,268.34,0.0,0.0,64,Mist,mist,11/8/2013 4:00,766,very low
39871,None,270.15,0.0,0.0,90,Mist,mist,12/17/2017 20:00,2486,very low
17678,None,288.53,0.0,0.0,1,Clear,sky is clear,8/24/2015 0:00,528,very low
2771,None,271.79,0.0,0.0,40,Clouds,scattered clouds,1/8/2013 19:00,2805,very low
45766,None,305.71,0.0,0.0,75,Clouds,broken clouds,7/12/2018 16:00,6612,very high
23974,None,294.14,0.0,0.0,20,Clouds,few clouds,6/5/2016 21:00,2796,very low
20553,None,248.51,0.0,0.0,1,Mist,mist,1/11/2016 3:00,284,very low
26970,None,285.83,0.0,0.0,0,Clear,Sky is Clear,9/29/2016 10:00,4365,low
14245,None,288.52,3.41,0.0,92,Rain,heavy intensity rain,5/12/2014 0:00,530,very low
36509,None,289.15,0.0,0.0,1,Clear,sky is clear,8/22/2017 6:00,5752,high
13667,None,269.99,0.0,0.0,40,Clouds,scattered clouds,4/15/2014 0:00,529,very low
27790,None,278.94,0.0,0.0,1,Mist,mist,11/3/2016 5:00,2812,very low
15329,None,295.22,0.0,0.0,20,Clouds,few clouds,7/8/2014 11:00,4947,high
4598,None,272.28,0.0,0.0,1,Clear,sky is clear,3/28/2013 10:00,4473,high
40476,None,275.15,0.0,0.0,1,Clear,sky is clear,1/10/2018 0:00,583,very low
14768,None,295.24,0.0,0.0,20,Clouds,few clouds,5/31/2014 3:00,452,very low
32785,None,284.29,0.0,0.0,1,Clear,sky is clear,4/17/2017 13:00,4804,high
14489,None,284.43,0.25,0.0,75,Fog,fog,5/20/2014 3:00,353,very low
4982,None,272.8,0.0,0.0,90,Snow,snow,4/11/2013 1:00,330,very low
9277,None,287.21,1.02,0.0,92,Rain,moderate rain,10/5/2013 3:00,373,very low
5376,None,274.49,0.0,0.0,1,Clear,sky is clear,4/21/2013 21:00,2237,very low
27772,None,284.96,0.0,0.0,75,Clouds,broken clouds,11/2/2016 12:00,4390,high
29271,None,257.07,0.0,0.0,1,Clear,sky is clear,12/19/2016 3:00,295,very low
30629,None,272.96,0.0,0.0,90,Snow,snow,1/30/2017 22:00,1371,very low
8005,None,288.86,0.0,0.0,92,Clouds,overcast clouds,7/28/2013 18:00,4033,low
27801,None,290.88,0.0,0.0,1,Clear,sky is clear,11/3/2016 15:00,5604,high
20493,None,273.22,0.0,0.08,90,Snow,light snow,1/8/2016 3:00,401,very low
13162,None,267.7,0.0,0.0,40,Clouds,scattered clouds,3/24/2014 22:00,1420,very low
8105,None,289.97,0.0,0.0,24,Mist,mist,8/1/2013 7:00,6160,very high
15009,None,282.11,0.25,0.0,90,Fog,fog,6/8/2014 6:00,1077,very low
26145,None,294.58,0.0,0.0,75,Mist,mist,8/29/2016 8:00,4699,high
37851,None,291.95,0.0,0.0,1,Clear,sky is clear,10/7/2017 17:00,4864,high
26252,None,285.74,0.0,0.0,1,Clear,sky is clear,9/2/2016 7:00,5704,high
3083,None,254.7,0.0,0.0,90,Clouds,overcast clouds,1/21/2013 8:00,3731,low
31646,None,262.35,0.0,0.0,1,Clear,sky is clear,3/10/2017 23:00,3025,low
43285,None,268.08,0.0,0.0,90,Snow,light snow,4/15/2018 1:00,259,very low
7278,None,301.94,0.0,0.0,0,Clear,Sky is Clear,6/28/2013 13:00,5602,high
40519,None,275.15,0.0,0.0,90,Mist,mist,1/10/2018 23:00,1115,very low
38916,None,277.08,0.0,0.0,90,Mist,mist,11/14/2017 6:00,5631,high
40381,None,247.65,0.0,0.0,1,Mist,mist,1/6/2018 1:00,673,very low
23472,None,295.55,0.0,0.0,75,Clouds,broken clouds,5/19/2016 18:00,4756,high
10957,None,265.93,0.0,0.0,64,Mist,mist,12/25/2013 11:00,2089,very low
41338,None,259.91,0.0,0.0,90,Clouds,overcast clouds,2/8/2018 1:00,315,very low
33829,None,279.29,0.0,0.0,90,Rain,heavy intensity rain,5/20/2017 11:00,3998,low
27210,None,279.867,0.0,0.0,0,Clear,Sky is Clear,10/9/2016 10:00,4872,high
15685,None,296.11,0.0,0.0,20,Clouds,few clouds,7/22/2014 8:00,6078,very high
7298,None,294.27,0.0,0.0,36,Clouds,scattered clouds,6/29/2013 9:00,3627,low
35811,None,295.37,0.0,0.0,75,Clouds,broken clouds,7/30/2017 22:00,2274,very low
41127,None,270.72,0.0,0.0,1,Clear,sky is clear,1/31/2018 15:00,5941,very high
24590,None,286.51,0.0,0.0,20,Clouds,few clouds,7/1/2016 8:00,4281,low
6410,None,284.64,0.0,0.0,90,Clouds,overcast clouds,5/26/2013 4:00,255,very low
36386,None,290.22,0.0,0.0,1,Rain,moderate rain,8/18/2017 9:00,4757,high
32885,None,277.68,0.0,0.0,90,Drizzle,drizzle,4/20/2017 7:00,6470,very high
7950,None,298.61,0.0,0.0,0,Clear,Sky is Clear,7/26/2013 13:00,5583,high
23928,None,287.83,0.0,0.0,75,Mist,mist,6/4/2016 5:00,936,very low
19490,None,281.08,0.0,0.0,1,Clear,sky is clear,11/15/2015 9:00,2969,low
37810,None,286.15,0.0,0.0,90,Drizzle,drizzle,10/6/2017 22:00,2625,very low
8735,None,303.93,0.0,0.0,0,Clear,Sky is Clear,8/30/2013 19:00,4057,low
6432,None,285.66,0.0,0.0,90,Clouds,overcast clouds,5/27/2013 2:00,427,very low
43598,None,285.22,0.0,0.0,75,Clouds,broken clouds,4/26/2018 10:00,4675,high
3461,None,267.65,0.0,0.0,40,Clouds,scattered clouds,2/9/2013 18:00,3972,low
6655,None,283.79,0.0,0.0,1,Clear,sky is clear,6/4/2013 1:00,345,very low
23866,None,287.72,0.0,0.0,75,Clouds,broken clouds,6/2/2016 1:00,393,very low
1662,None,272.45,0.0,0.0,1,Mist,mist,12/3/2012 3:00,291,very low
10380,None,272.97,0.0,0.0,64,Mist,mist,12/4/2013 0:00,613,very low
9558,None,278.46,0.0,0.0,92,Drizzle,drizzle,10/18/2013 20:00,3239,low
15465,None,292.02,0.0,0.0,44,Clouds,scattered clouds,7/13/2014 3:00,449,very low
23333,None,277.63,0.0,0.0,75,Clouds,broken clouds,5/13/2016 22:00,2615,very low
33781,None,283.61,0.0,0.0,75,Rain,light rain,5/18/2017 13:00,4904,high
47730,None,304.41,0.0,0.0,40,Clouds,scattered clouds,9/16/2018 14:00,3829,low
39333,None,267.94,0.0,0.0,5,Clear,sky is clear,11/29/2017 7:00,6624,very high
31526,None,283.62,0.0,0.0,75,Rain,light rain,3/6/2017 6:00,5673,high
9007,None,288.15,0.0,0.0,90,Drizzle,heavy intensity drizzle,9/17/2013 23:00,977,very low
12746,None,272.52,0.0,0.0,90,Clouds,overcast clouds,3/7/2014 13:00,5248,high
37571,None,288.89,0.0,0.0,1,Clear,sky is clear,9/29/2017 19:00,4498,high
28077,None,278.15,0.0,0.0,1,Mist,mist,11/14/2016 22:00,1239,very low
13163,None,267.68,0.0,0.0,40,Clouds,scattered clouds,3/24/2014 23:00,881,very low
42623,None,277.15,0.0,0.0,90,Clouds,overcast clouds,3/26/2018 0:00,518,very low
30773,None,272.28,0.0,0.0,90,Clouds,overcast clouds,2/5/2017 1:00,1263,very low
46293,None,301.0,0.0,0.0,40,Thunderstorm,proximity thunderstorm,7/30/2018 18:00,4288,low
26615,None,286.17,0.0,0.0,1,Clear,sky is clear,9/14/2016 22:00,1613,very low
7209,None,298.53,0.0,0.0,12,Rain,light rain,6/25/2013 15:00,6214,very high
38904,None,276.69,0.0,0.0,90,Mist,mist,11/13/2017 22:00,1498,very low
36292,None,296.15,0.0,0.0,90,Clouds,overcast clouds,8/15/2017 19:00,3509,low
34403,None,306.15,0.0,0.0,40,Clouds,scattered clouds,6/10/2017 14:00,4600,high
46459,None,300.8,0.0,0.0,1,Clear,sky is clear,8/5/2018 16:00,4875,high
8784,None,291.56,0.0,0.0,80,Clouds,broken clouds,9/5/2013 1:00,425,very low
42152,None,270.0,0.0,0.0,20,Clouds,few clouds,3/7/2018 17:00,5951,very high
30004,None,251.73,0.0,0.0,1,Clear,sky is clear,1/13/2017 0:00,635,very low
9375,None,289.5,0.0,0.0,1,Clear,sky is clear,10/9/2013 9:00,5423,high
17632,None,299.39,0.0,0.0,90,Thunderstorm,thunderstorm,8/22/2015 16:00,4257,low
13238,None,272.39,0.0,0.0,90,Clouds,overcast clouds,3/28/2014 2:00,286,very low
29840,None,257.02,0.0,0.0,1,Haze,haze,1/7/2017 11:00,4085,low
38562,None,274.75,0.0,0.0,90,Drizzle,light intensity drizzle,11/1/2017 20:00,2704,very low
47416,None,294.12,2.92,0.0,75,Rain,heavy intensity rain,9/4/2018 18:00,4383,high
32955,None,293.28,0.0,0.0,5,Clear,sky is clear,4/22/2017 18:00,5581,high
42295,None,272.65,0.0,0.0,1,Clear,sky is clear,3/12/2018 23:00,2003,very low
28434,None,273.96,0.0,0.0,90,Mist,mist,11/24/2016 21:00,2373,very low
2007,None,267.93,0.0,0.0,40,Mist,mist,12/14/2012 20:00,2868,very low
44476,None,295.08,0.0,0.0,75,Clouds,broken clouds,5/29/2018 7:00,6106,very high
19487,None,277.15,0.0,0.0,5,Mist,mist,11/15/2015 6:00,842,very low
712,None,273.63,0.0,0.0,90,Clouds,overcast clouds,10/28/2012 3:00,443,very low
43193,None,275.72,0.0,0.0,90,Drizzle,light intensity drizzle,4/13/2018 18:00,4167,low
45450,None,301.44,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,6/30/2018 17:00,4469,high
9232,None,286.64,0.38,0.0,90,Rain,light rain,10/3/2013 11:00,4853,high
15695,None,300.79,0.0,0.0,44,Clouds,scattered clouds,7/22/2014 18:00,5173,high
22218,None,273.08,0.0,0.0,1,Clear,sky is clear,4/3/2016 23:00,1081,very low
2151,None,266.7,0.0,0.0,90,Mist,mist,12/18/2012 7:00,6656,very high
20728,None,266.76,0.0,0.0,90,Mist,mist,1/20/2016 17:00,6494,very high
36391,None,292.58,0.0,0.0,90,Rain,light rain,8/18/2017 12:00,5094,high
35264,None,299.76,0.0,0.0,1,Clear,sky is clear,7/11/2017 21:00,3115,low
10747,None,270.59,0.0,0.0,64,Clouds,broken clouds,12/17/2013 10:00,4487,high
47371,None,294.46,0.25,0.0,90,Rain,light rain,9/3/2018 23:00,1012,very low
14995,None,286.13,0.0,0.0,36,Clouds,scattered clouds,6/7/2014 22:00,3269,low
1784,None,274.77,0.0,0.0,90,Clouds,overcast clouds,12/7/2012 19:00,3231,low
34369,None,290.08,0.0,0.0,1,Clear,sky is clear,6/9/2017 4:00,841,very low
22551,None,284.09,0.0,0.0,90,Rain,moderate rain,4/19/2016 0:00,626,very low
8703,None,303.5,0.0,0.0,0,Clear,Sky is Clear,8/29/2013 14:00,6138,very high
19627,None,267.86,0.0,0.0,40,Clouds,scattered clouds,11/22/2015 10:00,3541,low
20704,None,259.5,0.0,0.0,90,Snow,light snow,1/19/2016 20:00,2660,very low
1602,None,273.79,0.0,0.0,90,Haze,haze,12/1/2012 10:00,3971,low
19685,None,272.55,0.0,0.0,90,Snow,light snow,11/26/2015 12:00,3232,low
44204,None,293.51,0.0,0.0,75,Rain,moderate rain,5/19/2018 1:00,855,very low
35253,None,297.75,0.0,0.0,1,Clear,sky is clear,7/11/2017 10:00,4461,high
508,None,289.17,0.0,0.0,20,Clouds,few clouds,10/22/2012 19:00,3091,low
19642,None,280.08,0.0,0.0,40,Clouds,scattered clouds,11/23/2015 13:00,4768,high
16256,None,301.83,0.0,0.0,40,Haze,haze,7/4/2015 15:00,3080,low
40777,None,271.94,0.0,0.0,1,Mist,mist,1/19/2018 5:00,2795,very low
22054,None,278.6,0.0,0.0,90,Rain,light rain,3/26/2016 21:00,2710,very low
17057,None,298.54,0.0,0.0,1,Clear,sky is clear,8/2/2015 19:00,3096,low
34400,None,302.43,0.0,0.0,5,Clear,sky is clear,6/10/2017 11:00,4307,low
36404,None,295.15,0.0,0.0,40,Clouds,scattered clouds,8/18/2017 17:00,5500,high
10603,None,252.48,0.0,0.0,64,Clouds,broken clouds,12/11/2013 17:00,5700,high
35622,None,286.48,0.0,0.0,1,Fog,fog,7/24/2017 6:00,5605,high
17287,None,288.38,0.0,0.0,1,Mist,mist,8/11/2015 6:00,5759,high
10430,None,260.58,0.0,0.0,90,Clouds,overcast clouds,12/5/2013 2:00,273,very low
39744,None,268.48,0.0,0.0,90,Snow,light snow,12/13/2017 18:00,4370,high
23462,None,285.82,0.0,0.0,20,Clouds,few clouds,5/19/2016 8:00,5884,very high
27431,None,283.628,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 22:00,2693,very low
2776,None,268.26,0.0,0.0,20,Mist,mist,1/9/2013 0:00,531,very low
28436,None,273.9,0.0,0.0,90,Snow,light snow,11/24/2016 22:00,1752,very low
13216,None,276.72,0.0,0.0,90,Clouds,overcast clouds,3/27/2014 4:00,834,very low
13390,None,274.22,0.25,0.0,90,Rain,light rain,4/3/2014 11:00,4788,high
39516,None,264.43,0.0,0.0,75,Haze,haze,12/5/2017 9:00,2578,very low
16057,None,295.06,0.0,0.0,1,Clear,sky is clear,6/27/2015 22:00,3348,low
8176,None,290.28,0.0,0.0,0,Clear,Sky is Clear,8/4/2013 9:00,2732,very low
12184,None,262.81,0.0,0.0,90,Clouds,overcast clouds,2/12/2014 1:00,312,very low
40264,None,247.43,0.0,0.0,1,Clear,sky is clear,1/1/2018 9:00,1122,very low
19515,None,282.48,0.0,0.0,90,Drizzle,light intensity drizzle,11/16/2015 23:00,888,very low
3327,None,258.59,0.0,0.0,91,Clouds,overcast clouds,2/3/2013 14:00,4178,low
39411,None,280.3,0.0,0.0,40,Clouds,scattered clouds,12/2/2017 13:00,5516,high
20679,None,249.93,0.0,0.0,1,Clear,sky is clear,1/17/2016 23:00,977,very low
32187,None,283.28,0.0,0.0,75,Clouds,broken clouds,3/29/2017 14:00,5392,high
37105,None,296.14,0.0,0.0,1,Clear,sky is clear,9/12/2017 11:00,4754,high
14153,None,287.0,1.83,0.0,90,Thunderstorm,thunderstorm,5/8/2014 22:00,1924,very low
37248,None,284.48,0.0,0.0,40,Rain,light rain,9/18/2017 2:00,265,very low
45021,None,300.22,0.0,0.0,75,Clouds,broken clouds,6/16/2018 16:00,4495,high
4191,None,273.88,0.0,0.0,90,Mist,mist,3/10/2013 4:00,380,very low
28904,None,265.96,0.0,0.0,90,Snow,light snow,12/7/2016 17:00,6143,very high
47826,None,289.08,1.86,0.0,90,Thunderstorm,thunderstorm,9/19/2018 2:00,282,very low
43050,None,270.94,0.0,0.0,90,Mist,mist,4/8/2018 21:00,1799,very low
32285,None,276.95,0.0,0.0,1,Clear,sky is clear,4/2/2017 6:00,1130,very low
27888,None,283.64,0.0,0.0,75,Clouds,broken clouds,11/7/2016 2:00,217,very low
39844,None,267.69,0.0,0.0,90,Mist,mist,12/17/2017 7:00,1283,very low
17990,None,298.36,0.3,0.0,1,Rain,light rain,9/5/2015 10:00,4150,low
8847,None,295.55,0.0,0.0,36,Mist,mist,9/9/2013 11:00,4717,high
47906,None,289.0,1.1,0.0,90,Mist,mist,9/20/2018 11:00,4592,high
13078,None,275.2,0.0,0.0,75,Clouds,broken clouds,3/21/2014 10:00,4578,high
20027,None,274.22,0.0,0.0,90,Snow,light snow,12/16/2015 2:00,269,very low
28621,None,275.21,0.0,0.0,75,Mist,mist,11/29/2016 3:00,326,very low
36596,None,293.41,0.0,0.0,75,Clouds,broken clouds,8/25/2017 17:00,5531,high
21976,None,274.94,0.0,0.0,1,Clear,sky is clear,3/22/2016 23:00,1279,very low
5222,None,274.79,0.0,0.0,75,Clouds,broken clouds,4/18/2013 4:00,764,very low
22217,None,274.62,0.0,0.0,1,Clear,sky is clear,4/3/2016 21:00,2158,very low
17503,None,291.24,1.91,0.0,90,Mist,mist,8/18/2015 19:00,3221,low
1882,None,272.07,0.0,0.0,90,Fog,fog,12/10/2012 15:00,4400,high
1353,None,274.66,0.0,0.0,1,Haze,haze,11/21/2012 9:00,5041,high
5045,None,274.64,0.0,0.0,90,Clouds,overcast clouds,4/12/2013 15:00,6255,very high
8221,None,289.48,9.53,0.0,90,Thunderstorm,thunderstorm,8/6/2013 4:00,852,very low
25352,None,289.63,0.0,0.0,90,Clouds,overcast clouds,7/30/2016 2:00,326,very low
13537,None,290.52,0.0,0.0,75,Clouds,broken clouds,4/9/2014 14:00,5313,high
31973,None,276.9,0.0,0.0,90,Mist,mist,3/23/2017 17:00,6286,very high
42358,None,275.15,0.0,0.0,5,Clear,sky is clear,3/15/2018 15:00,5960,very high
30312,None,274.95,0.0,0.0,90,Mist,mist,1/21/2017 4:00,408,very low
43936,None,285.28,0.0,0.0,40,Drizzle,light intensity drizzle,5/9/2018 6:00,6008,very high
47227,None,296.67,0.25,0.0,40,Rain,light rain,8/30/2018 15:00,6238,very high
4288,None,264.22,0.0,0.0,1,Clear,sky is clear,3/14/2013 10:00,4580,high
39559,None,265.41,0.0,0.0,90,Haze,haze,12/6/2017 19:00,3061,low
40318,None,256.08,0.0,0.0,5,Clear,sky is clear,1/3/2018 10:00,4092,low
15918,None,299.22,0.0,0.0,75,Clouds,broken clouds,8/5/2014 16:00,6794,very high
23043,None,279.33,0.0,0.0,1,Clear,sky is clear,5/5/2016 1:00,673,very low
37832,None,285.44,0.0,0.0,90,Drizzle,light intensity drizzle,10/7/2017 7:00,1989,very low
3724,None,271.41,0.0,0.0,90,Clouds,overcast clouds,2/19/2013 4:00,776,very low
11724,None,272.39,0.0,0.0,64,Clouds,broken clouds,1/24/2014 15:00,5903,very high
22357,None,271.41,0.0,0.0,1,Clear,sky is clear,4/9/2016 10:00,4434,high
34396,None,297.02,0.0,0.0,1,Clear,sky is clear,6/10/2017 7:00,2089,very low
24329,None,297.61,0.0,0.0,20,Clouds,few clouds,6/20/2016 15:00,5597,high
30306,None,275.01,0.0,0.0,90,Fog,fog,1/21/2017 1:00,657,very low
24290,None,295.7,0.0,0.0,8,Clear,sky is clear,6/19/2016 0:00,1770,very low
31068,None,276.83,0.0,0.0,20,Clouds,few clouds,2/16/2017 19:00,3399,low
17956,None,294.6,0.0,0.0,1,Mist,mist,9/4/2015 4:00,857,very low
16001,None,299.34,0.0,0.0,1,Clear,sky is clear,6/25/2015 13:00,5116,high
10000,None,280.17,0.0,0.0,90,Clouds,overcast clouds,11/20/2013 9:00,5290,high
9757,None,277.64,0.0,0.0,64,Clouds,broken clouds,11/10/2013 13:00,4099,low
